Al,Co,Cr,Cu,Fe,Ni
33.05357731,12.3611924,11.06260153,5.021912873,18.99171492,19.50900096
43.18348704,10.03799046,6.128400358,4.914271758,10.31372625,25.42212413
43.11369223,10.51922468,7.00441885,3.796763301,10.50938091,25.05652003
42.77358437,11.91137923,6.621691835,5.47944511,6.611329387,26.60257007
37.50683926,12.18574662,22.72611157,2.931411828,1.647272303,23.00261841
28.64732019,9.526504257,19.52606283,9.991457419,2.815842304,29.492813
24.61256512,7.767866305,17.5261387,10.65098783,7.757984608,31.68445743
33.8851942,0.870820376,27.00420231,6.356057874,6.048186949,25.83553829
12.65945305,2.258163014,31.83900161,30.38715164,20.16211468,2.694116002
14.37773884,13.32074831,22.38577939,33.24996205,8.739781403,7.925990011
11.97178389,4.82471697,32.67816702,32.53297397,8.467667908,9.524690241
9.711448534,2.016308739,31.76274619,32.24406451,13.30885411,10.95657792
0.603775501,7.518721363,33.02741767,26.65988052,19.96590338,12.22430156
3.234064959,3.89753741,34.56360492,28.82841924,17.60063401,11.87573946
3.560330488,2.681730668,34.43092307,29.48107099,18.10087098,11.74507381
6.283790487,4.359019058,33.51872751,23.31774091,19.26373406,13.25698798
18.7085129,20.21890684,28.20499896,16.11410709,16.4309522,0.322522012
20.58583896,18.85363229,25.28648239,17.21149071,17.49859081,0.563964839
0.837574328,16.52471698,23.67752448,25.00436607,14.47738616,19.47843199
1.377561461,16.2489885,23.80583343,24.51167363,13.93116421,20.12477877
5.756512003,11.82986985,22.11674015,24.02945226,14.51644684,21.7509789
4.827546556,11.400009,20.91671288,24.17583445,15.63655967,23.04333744
11.94517106,7.840657942,19.02129567,22.07398442,22.73412317,16.38476774
19.36991792,5.073014785,17.72856173,22.42812122,15.04030016,20.36008418
38.53884807,21.83250221,18.09626317,9.511401923,4.735235688,7.285748946
10.11067577,31.81474363,21.77269426,24.47503643,3.392697509,8.434152409
4.544903838,28.62709259,23.39312508,35.18819768,1.730831613,6.515849197
4.818400102,28.92758391,22.47754284,35.51849492,2.790932563,5.467045671
2.845676634,29.00854433,24.87662536,33.75622455,2.116173173,7.396755958
9.449529554,24.47785885,24.15233468,33.25525784,5.606011543,3.059007529
0.640994257,22.34798497,25.39419319,36.72285221,12.1965716,2.697403777
1.964051051,23.0373208,23.5947358,37.89243939,12.13836195,1.373091009
2.86244253,24.22575855,22.07884628,38.69311208,11.64928412,0.490556448
13.970931,18.17881598,10.67735261,45.45979837,3.049082653,8.664019395
14.42172841,16.83762231,14.25293986,44.22628282,8.179488936,2.08193766
13.80103244,17.20312401,12.24671491,48.80832467,4.338373263,3.602430697
4.737219052,14.65549068,25.95769216,33.45017494,11.12827142,10.07115175
2.534090193,21.61699968,12.2492858,30.40232422,10.19740294,22.99989716
5.09613701,26.47797469,1.092010689,27.01442629,16.95907933,23.36037199
2.969038293,27.93910892,0.799135154,37.00956286,12.00137372,19.28178106
9.569060517,10.3801395,6.053092883,39.27513633,19.97320361,14.74936716
6.995161978,10.68330205,17.16225265,34.62359533,20.7131374,9.822550594
6.416546872,10.79710458,17.27435238,34.17842857,21.18963798,10.14392962
1.920442898,1.461983268,23.07017303,36.40293515,21.17199038,15.97247527
7.295860055,17.1225824,15.85418205,31.9513225,22.83886673,4.937186261
8.23912341,15.18393997,13.98902277,29.37672526,29.99109437,3.220094221
13.90208362,4.185452407,10.28441715,47.64735478,0.178926854,23.80176519
14.58313712,8.194653605,6.178395508,33.82024239,6.419824866,30.80374652
14.50456912,8.184529136,6.204902456,33.82932934,6.465957416,30.81071253
10.21357982,2.62550402,17.45794933,47.47181222,4.4241625,17.80699211
10.33214294,0.059529623,18.00076138,46.67576685,5.647918377,19.28388082
9.445880349,10.12977291,3.323500164,38.0150648,10.28085951,28.80492227
10.09822267,8.4678319,4.8331633,37.18588372,8.475874767,30.93902365
13.33664264,8.127984171,2.139746368,42.2956445,6.9712558,27.12872652
11.32156791,10.59668743,0.113546228,46.17961945,4.622417833,27.16616115
5.126874398,13.3660251,6.42666628,48.56001973,3.415797117,23.10461737
3.18286394,15.86363798,7.559862872,47.84912951,5.359135519,20.18537018
1.292921779,14.88024572,12.85883446,45.69746036,6.951747488,18.31879019
0.923424274,23.85493347,10.67698742,43.5316814,12.57408286,8.438890573
21.90164053,2.98471728,15.2055522,34.08595009,1.667299527,24.15484038
13.78469945,3.444601349,10.78045107,36.33188552,6.680501654,28.97786095
14.37941283,4.627799971,10.63852989,37.03797511,4.975993252,28.34028895
8.885699867,12.9230328,12.12680736,37.04722485,2.989319059,26.02791606
7.699040873,15.31054215,11.99646765,35.23898137,1.521815416,28.23315253
8.57370395,10.47166496,13.60585188,33.28093352,1.729674718,32.33817097
8.456176336,10.53234129,13.63363435,33.28871062,1.699989989,32.38914741
1.650458533,11.11222549,22.93261736,32.31063389,5.159643264,26.83442146
1.198876027,17.74255594,28.5049345,26.94203638,0.713583453,24.8980137
1.698789854,17.71061969,28.35622619,26.72075637,0.531620055,24.98198784
13.69801959,17.65321009,1.015679887,5.416320851,24.43613465,37.78063493
8.096833794,4.304472747,22.1758049,0.174651427,36.01729518,29.23094195
11.38127083,27.45652438,2.586039291,30.58022554,19.56350167,8.432438282
2.811186537,37.85441731,21.50760738,22.10771598,0.140756574,15.57831621
2.476178291,37.83370889,21.45858719,22.20156302,0.357222218,15.67274039
6.568602683,37.79060389,23.2587405,15.80249526,2.048701191,14.53085648
5.51014853,38.37049279,23.25938427,16.27773563,0.779025665,15.80321311
20.98864771,41.22106498,3.810490611,12.37153015,5.038800043,16.5694665
18.3064232,45.31290227,7.844220134,15.12651797,1.022843199,12.38709323
21.61330572,42.65569254,8.666189094,10.5218763,10.69345134,5.849485007
6.906527147,21.87367408,42.42211925,6.771709255,8.668494428,13.35747583
8.678183414,22.44853613,43.35850586,5.083462073,9.131379648,11.29993288
14.12682606,14.92589361,47.3436185,6.442667483,7.732885092,9.428109258
16.11348813,11.85472532,45.11893426,3.909630568,14.28455004,8.718671677
12.72672646,14.53420373,37.02075265,8.419217676,15.44471834,11.85438114
8.784562367,15.2890479,36.84814213,7.224540292,21.16375856,10.68994876
6.833164627,19.83395549,40.85399289,5.267119176,23.0335358,4.178232028
5.569074848,17.61451055,41.6206209,3.842774753,23.06656779,8.286451155
5.588045925,17.5908216,41.41258093,3.698818748,23.12381089,8.585921912
0.685961518,20.81528942,38.68700095,12.62602989,19.18927132,7.996446899
34.4464963,4.969000172,3.577456262,38.10650744,16.34070745,2.559832371
34.32302418,4.712445619,3.474296319,38.40784932,16.37850188,2.703882676
26.29288178,4.580380059,15.9755326,22.794339,7.337991774,23.01887479
23.60834977,4.168606757,20.96469734,22.35149401,9.172619808,19.73423231
18.55363725,8.646395716,23.05784276,28.37103849,1.869258162,19.50182763
15.22814867,1.738461491,33.02720108,26.50854513,11.06304587,12.43459776
14.93606284,3.429815995,37.18597869,24.09197708,7.156760929,13.19940447
18.59836079,0.537161726,33.47518215,29.69639527,6.943090288,10.74980976
18.62871615,0.573232273,33.46263348,29.68584629,6.944505351,10.70506645
14.25907145,5.592705576,34.36745578,23.59121038,13.2620314,8.927525423
14.46067956,2.217041094,32.70706621,19.90710224,16.99354767,13.71456323
13.96987403,8.023990201,31.15352078,26.251793,10.91214731,9.688674672
13.93404202,8.148895511,31.02514049,26.37716031,10.86162995,9.653131725
13.71518571,7.041501952,26.69012933,27.30984645,13.57548979,11.66784677
14.02408182,7.725303973,26.31587972,26.63587371,13.13161599,12.16724479
15.66068515,7.386008106,29.45832692,29.61755114,8.364151223,9.513277467
16.96301669,8.094278847,28.32807084,29.50783782,8.426451995,8.680343812
11.58844471,10.5984061,32.39744933,28.82600609,6.110336979,10.47935678
10.95428273,9.492844348,33.79900605,31.7845661,5.84436402,8.124936752
23.97863922,6.553610433,7.387922196,25.21965076,6.435698516,30.42447887
25.83004419,18.2415409,4.67501287,4.195846282,20.80837949,26.24917627
14.92680035,23.95524318,12.92398572,7.832639181,11.20079106,29.16054051
21.18727892,21.92988761,9.054642098,9.296809885,6.613865676,31.91751581
21.80651728,21.18076995,9.462852385,9.933897425,6.696078111,30.91988485
13.4209825,23.32231464,12.77435435,13.62727726,4.283271403,32.57179985
14.03080706,24.71492134,12.20739212,9.949203182,5.689483481,33.40819282
11.17593769,18.49821892,17.96836067,8.414423669,8.852974223,35.09008483
5.132905495,34.59052154,2.871172322,8.90434866,8.111222281,40.3898297
10.33226847,29.2095771,1.118591298,4.566351314,8.278994191,46.49421763
10.25682159,29.24576769,1.056914052,4.631700384,8.264540126,46.54425616
5.843915383,27.36565268,6.302276577,2.822756204,9.065470294,48.59992886
5.928193796,27.30603463,6.386531159,2.412589562,9.838229906,48.12842094
5.221029003,29.90315616,6.269757584,0.240359777,11.48581643,46.87988104
4.525253539,30.45616365,6.218611857,0.668950806,10.53569261,47.59532754
5.536035938,30.31539458,3.046559858,2.868477668,10.54439125,47.68914071
5.4355577,29.97558791,2.856856982,3.376520201,10.44837603,47.90710117
25.8883331,0.978667955,16.74706964,40.6832074,10.24584979,5.456872108
23.92199449,0.402430593,17.72742566,41.42925231,8.441530233,8.077366708
22.06931111,4.637046381,11.92028275,33.59179463,10.03343815,17.74812698
21.38711464,6.455943163,13.8239908,32.49735809,8.051867866,17.78372543
21.16280808,6.760473625,14.16844782,32.36618931,7.329418319,18.21266284
31.73107685,5.154311217,3.984140973,14.217656,20.95035739,23.96245757
31.84076512,2.379906984,3.970585663,11.6625274,22.70177363,27.44444119
30.1673558,9.842790879,1.555298218,0.319001478,28.99634092,29.1192127
30.3347606,10.87618219,0.377229891,3.323806163,24.2853931,30.80262805
28.81097949,9.934383383,1.949303678,3.065962365,23.84650934,32.39286174
25.5543919,10.24578749,10.94972944,17.32305857,11.71832317,24.20870944
15.18190033,40.39398981,0.708299267,9.762690011,21.64754427,12.30557631
15.30152302,39.52778632,2.73152077,9.878176576,23.09814178,9.462851532
14.55806045,42.75953886,1.612737462,8.566303036,21.96696221,10.53639797
19.98165388,44.53205597,6.700689029,8.50271818,18.05346655,2.229416399
21.11671656,41.889838,4.308356259,6.844195102,21.32256922,4.51832486
20.6657621,41.98881086,4.900603732,6.605242488,21.67810898,4.161471837
9.953768799,46.84900213,6.091933226,0.9967961,28.83050099,7.277998752
12.59407477,46.66989675,8.777902053,2.744257073,25.95531384,3.258555519
12.19200143,47.02360262,8.302749769,2.60065527,25.52300498,4.357985926
13.95515685,49.54831506,7.085956511,0.615209838,24.5062305,4.289131247
14.37013903,49.65834096,6.453103067,0.387265835,24.53954754,4.591603571
14.85730381,47.51317752,8.250454816,0.787350402,28.33742853,0.254284927
10.01079568,49.6335555,10.02044235,4.653624319,23.13125376,2.550328398
27.71489751,2.521068965,3.286362964,10.97702071,26.88985384,28.61079602
16.42715177,8.716409577,20.16713064,1.630109003,15.16557484,37.89362417
16.73079311,2.94387798,21.52880233,7.145869646,19.21284814,32.4378088
21.56801304,2.270103137,22.00422084,9.805505421,17.57406856,26.77808899
16.08451072,11.62854293,22.97362883,15.1655551,11.35832023,22.7894422
13.06387089,14.33945624,23.68414294,10.97106648,12.59313967,25.34832379
8.134200977,19.8150436,17.35036505,15.25967156,11.80041344,27.64030536
11.57950527,17.93072733,23.01247867,13.15769696,13.34001094,20.97958083
6.7758831,21.94460029,28.38053281,10.21056912,19.39439854,13.29401614
2.112069972,26.36400131,27.41290995,24.74167015,7.262292565,12.10705606
0.014378633,27.23633617,26.54071315,25.61254022,10.66859615,9.927435674
7.660281214,30.58370105,22.16673921,15.15739584,15.00265539,9.429227301
19.95474003,36.85580845,30.88727652,0.396137227,0.156130359,11.74990741
19.9612236,36.86151971,30.88313054,0.391352083,0.159654967,11.74311909
21.99033467,25.59642873,36.89384284,3.328926721,2.158203763,10.03226327
21.97262115,25.15075372,36.47910664,4.225430519,4.435267675,7.73682029
8.479052159,25.85004528,39.21411619,13.73687376,0.052539646,12.66737297
15.22599403,30.38897261,35.30381931,5.150343756,4.959784606,8.971085696
23.81740509,33.14600432,34.68355247,1.394937379,0.965137128,5.992963609
23.37931826,34.37934771,34.7648772,0.958556385,1.159065383,5.358835056
22.56935329,33.49525146,36.23356405,2.407194304,0.237085655,5.05755124
17.66663187,36.2771391,32.45728718,1.457937199,2.269883957,9.871120696
20.94919261,37.02344443,29.35241339,1.548258556,3.611272641,7.515418379
22.33532874,36.23290585,28.87530324,4.029556449,1.609430898,6.91747482
22.79821366,38.56380412,29.01784835,3.478353085,0.432584833,5.709195955
21.04519624,41.4026043,24.83270594,2.967682886,2.550657198,7.20115344
17.27107625,39.27611823,19.39985431,5.384418857,5.828670993,12.83986135
21.09217955,35.99084739,16.98841962,0.766370965,12.00314807,13.1590344
17.33995183,43.7815534,15.53580477,1.974939047,7.396951429,13.97079952
12.92706295,46.55566308,18.5832105,2.163786048,6.954783349,12.81549406
17.36291795,46.99641423,16.53895203,1.245989716,7.385616565,10.4701095
14.34329838,45.01497562,10.06416923,0.677233897,15.66219159,14.23813128
12.32509355,46.53069683,9.920983243,2.868053287,16.62264767,11.73252541
21.99474594,34.3990473,8.116217261,0.168977224,18.76268146,16.55833082
25.16423868,37.37867133,6.230212443,0.293331532,16.21774804,14.71579798
21.593304,36.3187343,13.42219651,0.492934159,16.98758556,11.18524547
23.4844042,37.1752388,8.78425308,1.146142434,16.72530035,12.68466113
11.27565736,35.6894524,24.09460207,1.91679945,9.968641615,17.0548471
5.565351635,33.13499746,28.00977559,9.594648908,11.27325428,12.42197212
10.85675295,12.66373176,31.21626475,6.136076248,20.59770735,18.52946694
9.265021048,18.23091322,30.27483945,5.551037977,32.1209649,4.557223407
8.260363475,19.11100435,29.93825485,5.136013545,32.93628971,4.618074071
6.032856477,10.35714458,37.38424915,2.205500725,34.14964033,9.870608739
1.791433889,9.890276466,44.27993838,8.111936981,34.22897389,1.697440391
2.323139203,9.569202326,46.1554468,8.058915454,33.13091433,0.76238188
17.62869692,29.8721165,10.01746675,20.85697753,19.65233499,1.972407312
14.61188318,20.25317114,12.30560624,23.07736627,23.16953642,6.582436751
9.809456318,27.00045442,11.34554704,20.13229261,19.13244203,12.57980758
7.581744002,22.19052983,7.124084768,27.91651861,21.35025558,13.83686721
7.434169928,20.59226567,6.773736402,30.21304253,21.38854061,13.59824485
7.123118398,20.75192099,9.422853856,29.9459287,20.33346437,12.42271369
1.981235843,14.67637783,14.63855178,34.51242435,32.70567559,1.485734603
26.84528031,10.79700633,4.565080948,18.49959575,36.30632847,2.986708195
24.83083203,15.28131176,3.641873197,17.38664896,33.56041555,5.298918497
25.16668128,14.05903694,6.117376364,17.67515085,32.48031134,4.501443225
13.61113037,23.72313114,15.95957608,16.17072139,23.64226219,6.893178835
15.35921591,6.749095236,26.40685114,18.08958497,25.3534851,8.041767647
16.31009965,22.31095429,15.53929712,12.96012695,27.30255968,5.576962307
17.56624202,20.14788063,12.36235025,15.1568849,29.16709897,5.599543235
18.01137676,21.42930825,14.95767086,11.42424269,27.17280715,7.004594292
18.05883154,21.1836049,14.86359478,11.69417724,27.17710894,7.022682601
25.00530219,23.90784498,6.60360127,23.73386649,18.43035643,2.319028639
25.371824,23.4623302,5.457673683,25.28304518,17.88172805,2.543398893
25.48761916,23.67976329,5.165534115,28.68075717,14.89514394,2.09118233
23.54245867,26.55528702,7.550773545,29.97304976,12.12974851,0.248682491
2.224614844,25.10581378,25.59498359,38.63905329,6.83757709,1.59795741
6.358009321,15.268016,27.12538387,47.17655231,2.111986349,1.960052154
6.787182439,12.34307833,28.03963734,44.71556682,6.412623678,1.7019114
7.841262027,11.42055471,32.21527998,41.89902258,3.595227196,3.028653514
9.672777706,8.010391385,33.80960869,40.35130361,2.646603096,5.509315507
9.615172648,7.925499527,33.6551032,40.47119003,3.058764455,5.274270143
11.92199907,4.840799571,32.38613314,42.00928526,4.36399187,4.477791085
11.36060282,6.090534934,30.78638237,42.04814229,4.487510238,5.226827351
11.56896111,3.673613227,34.53504133,37.39558568,9.538039587,3.288759071
11.87590608,3.501479197,34.49703456,37.28473869,9.792437067,3.048404406
5.263140297,17.55110761,31.41450673,30.82212304,13.97856513,0.970557198
0.246829842,8.585280627,14.7095845,28.22444042,13.98215177,34.25171284
7.438678363,6.477363047,6.080673975,35.89333436,2.815654638,41.29429561
6.885743879,6.570209529,5.708301467,35.74688859,5.003998958,40.08485757
7.854815154,3.014352116,18.54511139,25.98413967,1.210075291,43.39150639
7.726508284,2.897248851,18.68553728,26.07783828,1.324407154,43.28846015
9.690444006,1.886884728,17.81885519,26.06532791,0.735017299,43.80347087
8.78362083,3.039723532,16.72233554,25.63530711,2.521920466,43.29709252
7.843712707,6.139414354,20.34974988,17.10381383,1.759191437,46.80411779
18.77859295,0.119241893,19.18161605,12.98757857,10.23482767,38.69814286
9.052636832,12.83469984,12.24108339,12.67962589,5.833170577,47.35878347
4.078491293,25.10218477,24.99792417,5.686295591,3.007249736,37.12785444
5.527903909,10.60398794,27.34495518,14.45051663,9.0801165,32.99251984
5.258986202,10.53349479,27.12602589,14.90861461,9.444245147,32.72863337
0.05863443,9.9639901,33.01170726,11.68226683,12.80828566,32.47511572
1.028407452,8.259476565,34.26964379,11.92119404,10.2787335,34.24254466
1.508681702,0.676151993,20.80214899,25.22859489,9.725319471,42.05910295
4.965744747,0.307480242,20.41590568,22.28844369,8.198187713,43.82423792
7.934664805,0.148654579,21.65292248,20.6038947,5.518352354,44.14151108
4.186122288,1.56064101,26.20442361,23.23501725,1.843866117,42.96992973
2.598273365,0.328523371,27.71850082,23.45432951,0.53526944,45.36510349
1.950643964,1.159109783,27.68756543,22.84038327,0.99077568,45.37152188
3.02787401,2.968071276,25.84667937,24.40760116,0.650301613,43.09947257
3.042358355,2.991591322,25.81626559,24.41485911,0.641216216,43.09370941
13.47735096,9.727318186,41.25128009,4.324127417,9.984490018,21.23543332
11.89154198,10.34137306,42.02536081,3.696995739,14.81960492,17.22512349
14.49628586,8.412520047,39.60040208,6.503815503,12.88316892,18.10380759
17.56334087,8.01539005,41.63366585,10.79636448,8.197081374,13.79415737
17.18245446,7.547279427,39.71827227,8.022129269,11.33974519,16.19011938
0.302382691,8.759192614,32.97535993,21.93823752,24.1208992,11.90392804
0.844156023,7.949506209,32.58761744,21.57261702,22.22781395,14.81828936
8.298983574,10.26481052,29.87320536,22.03003229,16.11089197,13.42207629
8.463145765,10.0617082,29.74886066,21.95533332,16.51996049,13.25099157
18.51532164,17.06498812,23.068651,14.13247648,11.08175726,16.1368055
28.20827309,18.41023896,29.32750317,10.84752983,0.647247808,12.55920715
17.4629179,2.242964883,48.41818481,14.28315347,12.77557107,4.817207875
0.306061918,11.93150631,32.08205475,40.04159017,15.38176796,0.257018903
1.005858432,12.46281493,31.47885151,40.27237931,14.75764885,0.022446968
1.07311624,12.21968578,31.45879106,40.56083405,14.43136217,0.256210705
1.074791019,12.44071037,31.36104578,40.61268891,14.43392757,0.076836358
0.912969276,12.72322322,31.27247292,40.49008778,14.11006683,0.491179977
0.819125238,16.96887397,29.66278825,40.34895055,11.50330865,0.696953347
2.513842798,11.4247044,34.26132322,35.42424712,15.96629392,0.409588532
2.958857164,9.246944132,36.20573176,35.44436359,14.03853004,2.105573317
14.02485696,16.48332416,22.35199996,39.64928512,7.425398468,0.065135331
21.89793147,21.00315513,19.64683324,30.78892896,3.514656872,3.148494334
0.482028789,21.30803359,29.88422537,25.02187898,10.24125085,13.06258242
8.435751987,26.83155321,26.64815832,23.10371895,8.418414602,6.562402939
5.638673257,22.24343681,29.1937944,24.29774731,12.07879945,6.547548774
3.121256973,26.84354887,27.27254375,16.19756641,10.57513086,15.98995314
6.680323334,36.74989702,26.43574474,14.45436819,7.838834792,7.84083192
13.29717619,30.51752018,23.5586454,16.82791683,6.463726483,9.335014911
5.011469875,34.2893933,29.01590358,14.19388532,15.36507081,2.124277114
2.247788351,31.12450078,29.33718457,11.92233713,17.60229331,7.765895851
2.126303547,30.73630619,34.75006115,7.457002944,13.82198356,11.10834261
5.921024528,16.36593962,24.85123743,20.31558308,14.12036842,18.42584693
5.049541726,15.95296046,24.82502323,23.33465977,5.584864285,25.25295053
5.559741225,14.93943785,23.20518965,22.49885427,7.915646678,25.88113033
10.98102089,15.46098135,5.616360425,28.97070373,18.81411066,20.15682295
13.98534752,20.77866202,19.09862234,7.795100217,11.15664841,27.1856195
0.12999232,6.1325583,19.13397789,18.90598301,41.79934039,13.8981481
2.06858976,6.24473095,20.53938455,9.18905751,44.14472528,17.81351194
3.694345741,2.876885182,12.43531036,11.33439667,46.753254,22.90580804
1.203324374,5.047590827,10.35416099,12.77280657,48.33501416,22.28710308
16.12693723,25.68680985,5.077481787,15.72478112,23.61634299,13.76764702
2.922292527,1.381046511,10.87718949,25.29504742,19.90341984,39.62100422
0.61850848,7.278809611,4.905694106,28.03419054,19.7085096,39.45428766
1.060006834,8.27497638,0.891231772,31.19749291,21.20794163,37.36835048
0.013965251,9.533920034,7.27778419,28.99656157,22.31743547,31.86033348
3.294129978,21.64520141,2.838030771,36.14112428,16.63678202,19.44473153
13.14764125,30.04434068,6.524583512,12.62713313,9.211769347,28.44453208
15.5343102,28.21593539,5.636905065,14.44311104,6.943305412,29.2264329
12.83308218,22.71788268,2.612211623,19.66417133,14.27136975,27.90128244
12.85930666,22.66501206,2.559300106,19.69246115,14.3374482,27.88647182
12.41270398,24.95902773,1.858210132,17.21789741,16.67250006,26.8796607
31.18681897,24.92076661,3.935392493,5.156865074,10.63605699,24.16409986
30.66372231,25.0365167,5.50190088,6.41863653,12.89910727,19.48011631
30.74334836,24.99634155,5.711841694,6.439873672,12.45059731,19.65799742
19.59290448,34.98976084,11.35602317,7.601886441,6.000344407,20.45908066
20.19912787,33.47258839,14.29442128,8.896830614,2.227075246,20.90995661
20.40009079,37.09789392,16.09452768,6.723999636,7.66686711,12.01662086
12.96222129,35.96976424,8.356629841,2.069138454,21.64896746,18.99327872
0.700853326,29.9651173,8.321288927,10.34783571,22.29527079,28.36963395
5.261971161,41.9335553,13.08749497,13.43734909,20.45715146,5.822478006
5.126367199,41.61258172,14.46441668,13.18342334,20.2929084,5.320302669
5.127135541,41.37434087,15.05342197,12.70807726,21.77089679,3.966127554
1.681696856,40.33154184,14.74938235,12.64286105,23.57275501,7.021762898
0.110877472,42.2946461,14.92102416,12.27309549,26.53254378,3.867812999
0.808100111,41.67330949,15.93990504,11.91770887,27.12069783,2.540278654
0.039073537,41.90641805,15.12475015,12.10888798,27.87928946,2.941580831
3.604099497,43.93294002,14.23805293,13.42529104,23.85777653,0.941839974
4.54760404,46.63689909,13.69623405,4.479194969,25.22485253,5.415215323
0.74683912,46.54554212,13.26198495,6.071012497,26.46226868,6.912352636
2.82782376,49.66853814,16.9286757,9.703814646,19.79033816,1.080809597
3.880408107,49.70162545,16.17802366,7.481822142,20.94979446,1.808326178
